FacilityName,RegionName,Year,Quarter,WaitTimeMinutes,DistanceToFacilityKM,PopulationCovered
Peter Lougheed Centre,NE,2022,Q3,107,2.31,1720
Peter Lougheed Centre,NE,2022,Q4,151,2.56,893
South Health Campus,SE,2022,Q2,126,8.42,512
Rockyview General Hospital,SW,2022,Q4,50,6.87,728
South Health Campus,SE,2022,Q1,149,11.68,1864
Foothills Medical Centre,NW,2022,Q3,39,0.91,1217
Peter Lougheed Centre,NE,2022,Q3,116,6.62,1062
Rockyview General Hospital,SW,2022,Q4,33,15.67,1628
Foothills Medical Centre,NW,2022,Q3,41,9.56,822
Foothills Medical Centre,NW,2022,Q4,51,5.57,1083
Rockyview General Hospital,SW,2022,Q4,83,2.76,813
South Health Campus,SE,2022,Q3,21,0.5,627
Foothills Medical Centre,NW,2022,Q2,147,8.65,787
Rockyview General Hospital,SW,2022,Q3,158,10.08,580
South Health Campus,SE,2022,Q1,108,7.71,1999
Rockyview General Hospital,SW,2022,Q2,155,5.72,876
South Health Campus,SE,2022,Q3,54,10.98,679
Rockyview General Hospital,SW,2022,Q4,117,8.33,1797
South Health Campus,SE,2022,Q4,21,19.63,856
Peter Lougheed Centre,NE,2022,Q2,93,18.83,1777
South Health Campus,SE,2022,Q1,67,7.64,1483
Rockyview General Hospital,SW,2022,Q1,111,13.64,1066
Foothills Medical Centre,NW,2022,Q4,32,10.97,1087
South Health Campus,SE,2022,Q1,144,1.64,1209
South Health Campus,SE,2022,Q4,119,8.88,1310
Rockyview General Hospital,SW,2022,Q4,108,14.02,727
South Health Campus,SE,2022,Q1,93,2.4,1623
Rockyview General Hospital,SW,2022,Q2,14,13.44,728
Foothills Medical Centre,NW,2022,Q1,11,9.44,1197
Peter Lougheed Centre,NE,2022,Q1,124,0.5,791
Foothills Medical Centre,NW,2022,Q2,16,3,1512
Peter Lougheed Centre,NE,2022,Q1,29,5.06,799
Peter Lougheed Centre,NE,2022,Q4,119,5.21,1982
Rockyview General Hospital,SW,2022,Q4,12,18.97,651
South Health Campus,SE,2022,Q2,37,8.59,791
Rockyview General Hospital,SW,2022,Q1,89,12.47,1200
Peter Lougheed Centre,NE,2022,Q3,127,4.56,512
Peter Lougheed Centre,NE,2022,Q4,86,2.53,747
South Health Campus,SE,2022,Q1,36,11.04,985
South Health Campus,SE,2022,Q3,127,6.2,905
South Health Campus,SE,2022,Q3,68,4.29,503
South Health Campus,SE,2022,Q3,114,12.74,1219
South Health Campus,SE,2022,Q3,115,0.5,1872
Peter Lougheed Centre,NE,2022,Q3,23,15.14,1829
South Health Campus,SE,2022,Q3,41,4.7,1909
Peter Lougheed Centre,NE,2022,Q1,40,9.92,1454
Rockyview General Hospital,SW,2022,Q3,146,5.09,596
Peter Lougheed Centre,NE,2022,Q1,159,7.51,1156
South Health Campus,SE,2022,Q2,44,7.32,1842
Rockyview General Hospital,SW,2022,Q3,12,8.19,1134
Rockyview General Hospital,SW,2022,Q1,157,13.54,1247
South Health Campus,SE,2022,Q4,28,7.54,910
Peter Lougheed Centre,NE,2022,Q3,105,4.33,750
Peter Lougheed Centre,NE,2022,Q2,11,1.54,1098
Peter Lougheed Centre,NE,2022,Q3,158,9.39,1448
Foothills Medical Centre,NW,2022,Q4,43,8.38,636
South Health Campus,SE,2022,Q2,81,8.32,1084
Foothills Medical Centre,NW,2022,Q4,76,7.26,1239
Rockyview General Hospital,SW,2022,Q2,22,9.84,674
South Health Campus,SE,2022,Q3,111,5.96,1504
Foothills Medical Centre,NW,2022,Q1,102,14.31,1867
Rockyview General Hospital,SW,2022,Q2,158,9.27,1807
Rockyview General Hospital,SW,2022,Q4,155,9.98,1160
Rockyview General Hospital,SW,2022,Q2,128,11.29,1011
Rockyview General Hospital,SW,2022,Q3,81,6.63,1815
Peter Lougheed Centre,NE,2022,Q1,163,12.22,709
Peter Lougheed Centre,NE,2022,Q2,36,3.98,680
Rockyview General Hospital,SW,2022,Q2,126,6.36,874
Foothills Medical Centre,NW,2022,Q4,143,4.36,1067
South Health Campus,SE,2022,Q4,133,1.29,656
Peter Lougheed Centre,NE,2022,Q2,175,20.27,635
Foothills Medical Centre,NW,2022,Q2,167,0.5,1675
Foothills Medical Centre,NW,2022,Q3,117,8.06,1724
Foothills Medical Centre,NW,2022,Q3,147,5.99,795
Peter Lougheed Centre,NE,2022,Q4,120,9.22,978
South Health Campus,SE,2022,Q2,45,10.85,1745
Peter Lougheed Centre,NE,2022,Q4,150,13.18,1919
Rockyview General Hospital,SW,2022,Q1,85,0.5,718
Foothills Medical Centre,NW,2022,Q2,96,3.88,1612
Rockyview General Hospital,SW,2022,Q4,159,14.05,548
Rockyview General Hospital,SW,2022,Q1,171,15.45,767
Foothills Medical Centre,NW,2022,Q2,102,13.31,846
Rockyview General Hospital,SW,2022,Q3,140,1.66,645
South Health Campus,SE,2022,Q2,141,6.8,786
Peter Lougheed Centre,NE,2022,Q3,108,11.94,1567
Peter Lougheed Centre,NE,2022,Q1,61,5.46,1369
Peter Lougheed Centre,NE,2022,Q1,12,0.5,625
Peter Lougheed Centre,NE,2022,Q4,165,8.28,1364
South Health Campus,SE,2022,Q1,127,12.59,706
Peter Lougheed Centre,NE,2022,Q1,173,6.01,851
South Health Campus,SE,2022,Q2,168,11.94,773
South Health Campus,SE,2022,Q2,48,0.5,1427
Rockyview General Hospital,SW,2022,Q1,37,0.5,1814
Peter Lougheed Centre,NE,2022,Q2,14,9.12,817
Foothills Medical Centre,NW,2022,Q2,81,7.9,1500
Foothills Medical Centre,NW,2022,Q1,153,18.96,1074
Peter Lougheed Centre,NE,2022,Q2,97,3.1,1033
South Health Campus,SE,2022,Q4,117,2.58,1205
South Health Campus,SE,2022,Q4,65,5.26,1724
Peter Lougheed Centre,NE,2022,Q1,152,1.36,905
Peter Lougheed Centre,NE,2022,Q1,92,7.29,1803
South Health Campus,SE,2022,Q3,80,4.44,679
Rockyview General Hospital,SW,2022,Q2,101,8.3,1617
Rockyview General Hospital,SW,2022,Q4,84,8.19,1434
Peter Lougheed Centre,NE,2022,Q3,15,11.03,659
Foothills Medical Centre,NW,2022,Q4,161,9.36,1015
South Health Campus,SE,2022,Q3,65,12.05,798
Foothills Medical Centre,NW,2022,Q1,162,0.86,1926
Peter Lougheed Centre,NE,2022,Q3,43,0.5,1043
Peter Lougheed Centre,NE,2022,Q3,50,10.43,702
South Health Campus,SE,2022,Q4,26,12.95,1065
Rockyview General Hospital,SW,2022,Q3,24,6.98,1740
South Health Campus,SE,2022,Q4,62,3.47,549
South Health Campus,SE,2022,Q4,71,13.87,1995
Foothills Medical Centre,NW,2022,Q1,57,10.1,908
Peter Lougheed Centre,NE,2022,Q1,91,8.39,1188
Foothills Medical Centre,NW,2022,Q4,57,2.86,1119
Rockyview General Hospital,SW,2022,Q3,127,2.07,1586
Peter Lougheed Centre,NE,2022,Q2,120,5.04,667
Peter Lougheed Centre,NE,2022,Q4,30,4.35,1585
Rockyview General Hospital,SW,2022,Q2,43,14.56,1617
Rockyview General Hospital,SW,2022,Q3,164,14.51,928
Peter Lougheed Centre,NE,2022,Q3,130,14.52,738
Peter Lougheed Centre,NE,2022,Q1,83,0.8,1909
Peter Lougheed Centre,NE,2022,Q1,79,2.52,1336
South Health Campus,SE,2022,Q2,131,8.23,1301
South Health Campus,SE,2022,Q3,152,11.88,1487
South Health Campus,SE,2022,Q2,161,6.83,1458
South Health Campus,SE,2022,Q3,109,11.67,705
Rockyview General Hospital,SW,2022,Q3,41,0.5,961
Foothills Medical Centre,NW,2022,Q1,104,0.5,1884
South Health Campus,SE,2022,Q3,136,11.42,1315
Peter Lougheed Centre,NE,2022,Q4,99,11.06,1974
South Health Campus,SE,2022,Q1,77,17.55,1514
Foothills Medical Centre,NW,2022,Q4,165,8.57,1837
Foothills Medical Centre,NW,2022,Q2,103,7.25,1649
Rockyview General Hospital,SW,2022,Q1,10,11.3,1450
Rockyview General Hospital,SW,2022,Q1,62,0.5,1431
Rockyview General Hospital,SW,2022,Q4,30,2.89,782
South Health Campus,SE,2022,Q3,81,5.98,1608
Rockyview General Hospital,SW,2022,Q3,164,0.5,1586
Foothills Medical Centre,NW,2022,Q3,40,8.72,1477
South Health Campus,SE,2022,Q3,68,5.59,1881
Peter Lougheed Centre,NE,2022,Q3,64,15.64,1221
Rockyview General Hospital,SW,2022,Q1,178,5.84,1916
South Health Campus,SE,2022,Q3,88,8.23,1036
Rockyview General Hospital,SW,2022,Q1,47,3.49,1202
Foothills Medical Centre,NW,2022,Q2,70,4.27,1882
Peter Lougheed Centre,NE,2022,Q1,99,0.5,1647
Rockyview General Hospital,SW,2022,Q3,157,9.69,1387
Peter Lougheed Centre,NE,2022,Q2,105,7.8,1874
Peter Lougheed Centre,NE,2022,Q4,87,22.29,947
Rockyview General Hospital,SW,2022,Q2,23,2.35,1983
Foothills Medical Centre,NW,2022,Q4,123,7.24,778
Rockyview General Hospital,SW,2022,Q1,110,5.71,828
South Health Campus,SE,2022,Q4,63,13.08,689
Peter Lougheed Centre,NE,2022,Q2,56,2.78,722
Rockyview General Hospital,SW,2022,Q1,88,11.47,1493
Rockyview General Hospital,SW,2022,Q2,152,11.11,862
Rockyview General Hospital,SW,2022,Q3,50,7.48,1516
Rockyview General Hospital,SW,2022,Q4,14,9.4,1258
Peter Lougheed Centre,NE,2022,Q3,122,16.96,1864
Foothills Medical Centre,NW,2022,Q2,35,7.6,1780
Peter Lougheed Centre,NE,2022,Q3,154,12.91,1348
Rockyview General Hospital,SW,2022,Q3,58,7.74,1598
South Health Campus,SE,2022,Q4,20,6.44,1316
Rockyview General Hospital,SW,2022,Q1,110,1.7,897
Rockyview General Hospital,SW,2022,Q4,83,6.25,770
Foothills Medical Centre,NW,2022,Q1,156,13.4,796
Rockyview General Hospital,SW,2022,Q2,44,18.68,599
Foothills Medical Centre,NW,2022,Q1,41,8.48,877
Foothills Medical Centre,NW,2022,Q2,155,1.33,1694
Foothills Medical Centre,NW,2022,Q3,169,1.66,1926
Rockyview General Hospital,SW,2022,Q2,153,14.8,582
Peter Lougheed Centre,NE,2022,Q4,174,8.61,1799
Rockyview General Hospital,SW,2022,Q3,150,6.94,1865
Foothills Medical Centre,NW,2022,Q4,108,12.03,1809
South Health Campus,SE,2022,Q2,51,8.74,1651
Foothills Medical Centre,NW,2022,Q2,162,5.13,1933
Peter Lougheed Centre,NE,2022,Q1,102,7.83,992
South Health Campus,SE,2022,Q4,118,2,504
Rockyview General Hospital,SW,2022,Q2,22,5.85,1428
South Health Campus,SE,2022,Q4,57,2.69,991
Foothills Medical Centre,NW,2022,Q4,155,9.89,1752
Peter Lougheed Centre,NE,2022,Q3,50,1.95,1751
Rockyview General Hospital,SW,2022,Q4,101,8.05,641
Peter Lougheed Centre,NE,2022,Q4,118,13.85,749
Foothills Medical Centre,NW,2022,Q4,11,8.76,1279
South Health Campus,SE,2022,Q2,108,10.25,611
Foothills Medical Centre,NW,2022,Q3,103,17.58,1461
Foothills Medical Centre,NW,2022,Q4,144,10.67,1428
Foothills Medical Centre,NW,2022,Q1,63,8.05,1498
Foothills Medical Centre,NW,2022,Q4,32,11.93,1130
Foothills Medical Centre,NW,2022,Q3,108,7.18,871
South Health Campus,SE,2022,Q1,19,1.04,1645
Rockyview General Hospital,SW,2022,Q3,99,4.12,637
Peter Lougheed Centre,NE,2022,Q4,20,0.5,1303
Rockyview General Hospital,SW,2022,Q1,21,2.75,1684
Foothills Medical Centre,NW,2022,Q4,127,13.59,1876
Foothills Medical Centre,NW,2022,Q1,175,6.48,831
Foothills Medical Centre,NW,2022,Q3,31,11.98,576
Rockyview General Hospital,SW,2022,Q2,49,7.64,773
Peter Lougheed Centre,NE,2022,Q4,69,19.11,1066
Rockyview General Hospital,SW,2022,Q3,70,12.68,686
Rockyview General Hospital,SW,2022,Q3,176,10.21,1790
Rockyview General Hospital,SW,2022,Q4,57,14.16,591
Peter Lougheed Centre,NE,2022,Q3,44,6.73,1200
South Health Campus,SE,2022,Q3,100,4.1,1398
South Health Campus,SE,2022,Q3,50,10.55,1868
Foothills Medical Centre,NW,2022,Q4,59,5.04,1357
Foothills Medical Centre,NW,2022,Q4,85,6.98,757
Peter Lougheed Centre,NE,2022,Q1,80,11.36,1818
Rockyview General Hospital,SW,2022,Q1,143,17.75,1645
Rockyview General Hospital,SW,2022,Q3,36,4.47,1545
Foothills Medical Centre,NW,2022,Q1,144,3.46,1642
Peter Lougheed Centre,NE,2022,Q3,179,2.95,1701
Foothills Medical Centre,NW,2022,Q1,56,6.55,1578
Foothills Medical Centre,NW,2022,Q3,90,9.86,1537
Foothills Medical Centre,NW,2022,Q4,149,4.84,1643
Rockyview General Hospital,SW,2022,Q2,50,1.46,1181
Foothills Medical Centre,NW,2022,Q2,48,8.41,1781
Foothills Medical Centre,NW,2022,Q1,172,5.55,1131
Foothills Medical Centre,NW,2022,Q2,91,13.99,1887
Peter Lougheed Centre,NE,2022,Q3,177,5.73,979
Foothills Medical Centre,NW,2022,Q2,164,5.93,1669
Peter Lougheed Centre,NE,2022,Q1,152,8.84,1494
South Health Campus,SE,2022,Q3,66,16.77,1266
South Health Campus,SE,2022,Q1,52,14.25,758
Foothills Medical Centre,NW,2022,Q4,153,4.06,1996
Foothills Medical Centre,NW,2022,Q3,74,7.74,1639
Foothills Medical Centre,NW,2022,Q2,109,4.27,1830
Peter Lougheed Centre,NE,2022,Q3,120,9.93,717
Foothills Medical Centre,NW,2022,Q1,18,9.83,948
Rockyview General Hospital,SW,2022,Q3,25,3.69,1602
South Health Campus,SE,2022,Q4,15,4.41,871
Rockyview General Hospital,SW,2022,Q4,58,14.4,761
Foothills Medical Centre,NW,2022,Q4,168,13.25,1253
Peter Lougheed Centre,NE,2022,Q4,86,7.09,1344
Peter Lougheed Centre,NE,2022,Q2,74,8.56,1869
Peter Lougheed Centre,NE,2022,Q1,49,1.99,1800
Peter Lougheed Centre,NE,2022,Q4,145,18.72,1140
South Health Campus,SE,2022,Q3,74,7.95,1840
Peter Lougheed Centre,NE,2022,Q4,112,8.98,865
Rockyview General Hospital,SW,2022,Q4,102,12.47,1429
Foothills Medical Centre,NW,2022,Q3,52,2.06,1205
Rockyview General Hospital,SW,2022,Q2,109,0.5,1003
Rockyview General Hospital,SW,2022,Q2,177,9.41,1813
South Health Campus,SE,2022,Q4,178,19.15,787
Foothills Medical Centre,NW,2022,Q1,18,8.5,1443
South Health Campus,SE,2022,Q4,86,9.01,1195
Peter Lougheed Centre,NE,2022,Q1,109,6.2,1501
Peter Lougheed Centre,NE,2022,Q1,123,12.93,1908
Peter Lougheed Centre,NE,2022,Q4,79,10.44,1672
South Health Campus,SE,2022,Q1,169,11.7,1296
Rockyview General Hospital,SW,2022,Q1,32,14.53,1087
Rockyview General Hospital,SW,2022,Q4,16,8.36,617
Foothills Medical Centre,NW,2022,Q1,67,8.72,1204
Rockyview General Hospital,SW,2022,Q3,95,0.5,1925
Peter Lougheed Centre,NE,2022,Q1,29,2.72,869
Foothills Medical Centre,NW,2022,Q2,95,5.21,1101
Rockyview General Hospital,SW,2022,Q3,124,9.24,1821
South Health Campus,SE,2022,Q4,168,0.5,1244
Foothills Medical Centre,NW,2022,Q1,96,13.59,565
South Health Campus,SE,2022,Q1,91,5.02,1664
Rockyview General Hospital,SW,2022,Q3,87,10.67,552
Foothills Medical Centre,NW,2022,Q2,111,0.5,559
South Health Campus,SE,2022,Q3,21,4.34,1759
South Health Campus,SE,2022,Q3,78,11.56,770
South Health Campus,SE,2022,Q2,100,14.02,1002
Peter Lougheed Centre,NE,2022,Q4,21,17.21,624
Rockyview General Hospital,SW,2022,Q4,81,12.05,1565
South Health Campus,SE,2022,Q1,152,11.37,937
Rockyview General Hospital,SW,2022,Q3,84,12.32,877
Rockyview General Hospital,SW,2022,Q4,131,10.93,1062
Foothills Medical Centre,NW,2022,Q3,173,15.98,972
South Health Campus,SE,2022,Q1,111,7.79,631
Rockyview General Hospital,SW,2022,Q3,41,10.31,782
Foothills Medical Centre,NW,2022,Q2,133,8.27,908
South Health Campus,SE,2022,Q1,59,11.61,1484
Peter Lougheed Centre,NE,2022,Q2,27,12.72,1873
Peter Lougheed Centre,NE,2022,Q4,75,13.37,606
Rockyview General Hospital,SW,2022,Q2,124,0.77,1176
South Health Campus,SE,2022,Q3,91,1.64,1563
Peter Lougheed Centre,NE,2022,Q3,128,0.51,1483
Peter Lougheed Centre,NE,2022,Q2,62,13.23,1640
Foothills Medical Centre,NW,2022,Q2,100,9.76,1497
South Health Campus,SE,2022,Q1,105,1.66,1764
South Health Campus,SE,2022,Q4,106,7.54,530
Rockyview General Hospital,SW,2022,Q1,136,5.73,1905
Rockyview General Hospital,SW,2022,Q3,154,0.5,784
South Health Campus,SE,2022,Q2,34,7.62,1407
Peter Lougheed Centre,NE,2022,Q4,51,15.83,1660
Peter Lougheed Centre,NE,2022,Q1,111,3.97,1781
South Health Campus,SE,2022,Q1,157,4.96,673
South Health Campus,SE,2022,Q1,116,1.9,1790
South Health Campus,SE,2022,Q1,107,2.51,810
Foothills Medical Centre,NW,2022,Q1,12,7.33,682
Rockyview General Hospital,SW,2022,Q2,43,6.23,630
Foothills Medical Centre,NW,2022,Q2,148,12.67,580
Foothills Medical Centre,NW,2022,Q3,38,0.5,657
Foothills Medical Centre,NW,2022,Q4,35,12.83,1612
Rockyview General Hospital,SW,2022,Q3,25,9.17,1556
Peter Lougheed Centre,NE,2022,Q3,78,0.5,1371
South Health Campus,SE,2022,Q2,174,13.31,1606
Foothills Medical Centre,NW,2022,Q2,24,9.74,1147
South Health Campus,SE,2022,Q3,130,2.37,1773
Rockyview General Hospital,SW,2022,Q2,114,4.75,1966
Peter Lougheed Centre,NE,2022,Q3,142,15.54,659
Peter Lougheed Centre,NE,2022,Q2,114,4.44,902
South Health Campus,SE,2022,Q1,86,10.79,1282
South Health Campus,SE,2022,Q1,112,12.95,1170
South Health Campus,SE,2022,Q2,137,10.68,1109
Rockyview General Hospital,SW,2022,Q2,84,9.98,1707
Peter Lougheed Centre,NE,2022,Q4,140,4.52,1049
Rockyview General Hospital,SW,2022,Q1,52,1.56,935
South Health Campus,SE,2022,Q3,92,14.44,1367
South Health Campus,SE,2022,Q1,58,13.05,591
Rockyview General Hospital,SW,2022,Q1,11,0.5,1686
Peter Lougheed Centre,NE,2022,Q3,20,6.19,935
Foothills Medical Centre,NW,2022,Q1,179,11.91,1066
Peter Lougheed Centre,NE,2022,Q3,135,10.76,1334
South Health Campus,SE,2022,Q2,92,7.89,631
South Health Campus,SE,2022,Q4,131,8.35,1268
South Health Campus,SE,2022,Q1,39,4.76,1421
Rockyview General Hospital,SW,2022,Q1,137,10.68,1939
South Health Campus,SE,2022,Q2,18,8.39,1769
Peter Lougheed Centre,NE,2022,Q4,167,10.87,1274
Peter Lougheed Centre,NE,2022,Q3,134,6.01,1145
South Health Campus,SE,2022,Q1,121,3.29,612
Rockyview General Hospital,SW,2022,Q1,122,4.09,1056
South Health Campus,SE,2022,Q2,34,6.68,1514
Foothills Medical Centre,NW,2022,Q3,119,3.55,1581
Peter Lougheed Centre,NE,2022,Q2,81,6.88,1177
Rockyview General Hospital,SW,2022,Q2,23,0.5,639
Foothills Medical Centre,NW,2022,Q3,23,8.91,1634
South Health Campus,SE,2022,Q4,16,17.42,1471
Peter Lougheed Centre,NE,2022,Q3,164,4.48,610
South Health Campus,SE,2022,Q1,90,1.22,1793
Rockyview General Hospital,SW,2022,Q1,19,6.56,1725
Rockyview General Hospital,SW,2022,Q3,62,11.78,1506
Peter Lougheed Centre,NE,2022,Q1,51,15.27,1680
Foothills Medical Centre,NW,2022,Q3,95,3.36,1385
South Health Campus,SE,2022,Q3,174,1.45,1312
Peter Lougheed Centre,NE,2022,Q2,99,10.05,1316
Peter Lougheed Centre,NE,2022,Q2,115,13.03,1576
Rockyview General Hospital,SW,2022,Q3,95,3.68,1653
South Health Campus,SE,2022,Q2,88,5.65,1399
Rockyview General Hospital,SW,2022,Q4,159,12.79,1169
South Health Campus,SE,2022,Q1,13,1.39,1207
Peter Lougheed Centre,NE,2022,Q4,130,7.1,1416
South Health Campus,SE,2022,Q2,126,9.13,1937
South Health Campus,SE,2022,Q2,119,1.99,1709
Foothills Medical Centre,NW,2022,Q4,114,8.86,1012
South Health Campus,SE,2022,Q4,28,9.29,1975
Foothills Medical Centre,NW,2022,Q1,16,10.12,821
Peter Lougheed Centre,NE,2022,Q4,15,4.2,1658
Foothills Medical Centre,NW,2022,Q1,83,11.15,531
Rockyview General Hospital,SW,2022,Q1,46,4.81,1237
Foothills Medical Centre,NW,2022,Q4,95,3.53,1166
Rockyview General Hospital,SW,2022,Q4,68,10.66,574
Peter Lougheed Centre,NE,2022,Q1,104,3.52,1068
Rockyview General Hospital,SW,2022,Q1,107,6.81,1425
Rockyview General Hospital,SW,2022,Q3,23,10.54,771
Foothills Medical Centre,NW,2022,Q3,61,0.5,1178
Rockyview General Hospital,SW,2022,Q4,119,5.05,1081
Rockyview General Hospital,SW,2022,Q1,116,0.67,800
South Health Campus,SE,2022,Q1,28,7.57,709
Rockyview General Hospital,SW,2022,Q4,129,4.04,1443
Rockyview General Hospital,SW,2022,Q4,37,12.26,821
Foothills Medical Centre,NW,2022,Q2,131,17.91,1505
South Health Campus,SE,2022,Q1,93,0.52,572
Peter Lougheed Centre,NE,2022,Q2,130,10.57,791
Rockyview General Hospital,SW,2022,Q3,149,11.56,1871
Peter Lougheed Centre,NE,2022,Q4,66,1,1774
Foothills Medical Centre,NW,2022,Q2,105,11.69,1997
Peter Lougheed Centre,NE,2022,Q3,43,16.25,1082
Foothills Medical Centre,NW,2022,Q3,32,0.5,511
Rockyview General Hospital,SW,2022,Q3,89,6.57,1599
South Health Campus,SE,2022,Q4,153,9.73,1288
Peter Lougheed Centre,NE,2022,Q1,130,8.3,620
Rockyview General Hospital,SW,2022,Q1,130,8.82,968
Foothills Medical Centre,NW,2022,Q1,86,9.65,1553
South Health Campus,SE,2022,Q3,176,3.51,1139
South Health Campus,SE,2022,Q3,167,8.8,1212
Peter Lougheed Centre,NE,2022,Q3,136,14.59,836
South Health Campus,SE,2022,Q3,122,5.49,1414
Peter Lougheed Centre,NE,2022,Q3,118,13.92,775
Foothills Medical Centre,NW,2022,Q4,34,14.2,739
Foothills Medical Centre,NW,2022,Q3,39,13.16,1359
Rockyview General Hospital,SW,2022,Q1,112,4.72,1197
Rockyview General Hospital,SW,2022,Q1,76,19.27,1573
South Health Campus,SE,2022,Q2,145,15.49,1742
Foothills Medical Centre,NW,2022,Q3,142,10.64,569
Peter Lougheed Centre,NE,2022,Q4,13,9.49,1589
Peter Lougheed Centre,NE,2022,Q4,130,6.15,1569
Rockyview General Hospital,SW,2022,Q2,67,5.37,1041
South Health Campus,SE,2022,Q4,44,7.33,1322
South Health Campus,SE,2022,Q4,69,12.7,1347
Foothills Medical Centre,NW,2022,Q2,33,7.14,1283
Rockyview General Hospital,SW,2022,Q3,66,3.88,988
Rockyview General Hospital,SW,2022,Q2,166,14.3,1016
Foothills Medical Centre,NW,2022,Q4,122,9.09,1205
Foothills Medical Centre,NW,2022,Q3,31,1.93,1622
South Health Campus,SE,2022,Q2,130,1.53,631
Foothills Medical Centre,NW,2022,Q4,37,12.5,692
Foothills Medical Centre,NW,2022,Q3,20,5.27,1632
Rockyview General Hospital,SW,2022,Q1,32,9.65,1461
Peter Lougheed Centre,NE,2022,Q4,143,14.89,645
Foothills Medical Centre,NW,2022,Q4,98,4.68,1767
Foothills Medical Centre,NW,2022,Q4,110,8.36,1988
Peter Lougheed Centre,NE,2022,Q4,175,0.5,1035
South Health Campus,SE,2022,Q2,163,8.85,1208
Peter Lougheed Centre,NE,2022,Q1,22,0.5,1701
Foothills Medical Centre,NW,2022,Q4,168,5.75,1564
Peter Lougheed Centre,NE,2022,Q3,110,5.97,1990
Peter Lougheed Centre,NE,2022,Q4,149,6.74,1251
Peter Lougheed Centre,NE,2022,Q2,102,7.34,985
Foothills Medical Centre,NW,2022,Q1,46,9.46,753
Foothills Medical Centre,NW,2022,Q2,19,11.04,1761
Peter Lougheed Centre,NE,2022,Q3,177,10.68,511
Foothills Medical Centre,NW,2022,Q1,158,4.78,933
Rockyview General Hospital,SW,2022,Q4,141,6.45,1789
Peter Lougheed Centre,NE,2022,Q1,27,0.5,1016
Peter Lougheed Centre,NE,2022,Q2,68,9.6,848
Peter Lougheed Centre,NE,2022,Q4,61,3.88,1491
Foothills Medical Centre,NW,2022,Q2,179,8.61,1523
Peter Lougheed Centre,NE,2022,Q3,50,7.54,1068
South Health Campus,SE,2022,Q1,92,0.8,648
South Health Campus,SE,2022,Q4,158,0.5,1916
Foothills Medical Centre,NW,2022,Q3,99,13.86,1258
Foothills Medical Centre,NW,2022,Q4,38,2.01,1618
South Health Campus,SE,2022,Q1,16,7.2,1395
Foothills Medical Centre,NW,2022,Q1,94,6.22,1191
Rockyview General Hospital,SW,2022,Q4,23,3.87,909
Rockyview General Hospital,SW,2022,Q4,117,5.51,1928
Peter Lougheed Centre,NE,2022,Q2,155,5.97,1650
Peter Lougheed Centre,NE,2022,Q3,131,11.2,1855
Peter Lougheed Centre,NE,2022,Q4,34,11.29,1343
Peter Lougheed Centre,NE,2022,Q4,148,1.83,637
Foothills Medical Centre,NW,2022,Q2,34,10.98,1773
Peter Lougheed Centre,NE,2022,Q1,92,11.85,534
Rockyview General Hospital,SW,2022,Q1,143,15.47,1919
